short_name,total
B. Ndoye,555956
J. Silva,433153
R. Di Gennaro,403662-1
A. Camigliano,383858
A. El Messaoudi,644958
J. Fulton,727856
T. Touré,78+47251
N. Ioannidis,646257
J. Schlupp,84+279-167+11
Miranda,305059
L. Isgrove,79-379-157
T. Kainz,6974+360
W. Van Tricht,717468
K. Larsen,764645
J. Van Rankin,71-561-165-1
T. Foket,727064+4
W. Marinus,776957
A. Bieler,686765
T. Murg,83+781+749+7
B. Verstraete,757865-7
M. Sarr,51-334-1354+8
Luís Rocha,726561
W. Troost-Ekong,634049
F. Cornejo,7672-161
C. Torres,757143
F. Avenatti,5535-2058-1
Álvaro Tierno,6571+369
W. Dammers,696555
R. Gosens,666460
Y. Barbet,645849
N. Bärkroth,907756
D. Ragatzu,92+39164-1
A. Chicksen,786161
P. Downing,6555+154
J. Taylor,75-18063
M. Amini,66-175-257
E. Martinez,594956
L. Spinazzola,767553+13
K. Karikari,715861
W. Packwood,68-15460
G. Hall,63+44958+7
E. Krafth,757065
Amorim,747060
A. Blomqvist,737665
J. Streutker,65-162+1959
J. Pelupessy,71-17357+3
G. Hernández,71-972-161-1
Y. Al Fahmi,83+280+150
Ricardo Ferreira,554160+3
M. Elneny,6576-460-2
C. Dawson,76-877-661
J. Park,737554
M. Gersbeck,403769+14
I. Ssewankambo,887459
O. Hernández,69-374-259
L. Giannetti,67-25761-6
Vinícius,778258-1
M. Presentado,61-76557
F. Monteseirín,51-84054
Iker Guarrotxena,74+67565+4
O. Gobern,644757
N. Eccleston,768251
R. Brosco,546063-1
Y. Kasim,657259+3
A. Angeli,616465
L. Hodson,717363
W. Grigg,757057
F. Jensen,626667
F. Paghera,737262-1
B. Dabo,69+1570+961
S. Mantom,686466
H. Novillo,829063
B. Adams,756865
C. Aneke,344955
Ko Moo Yul,737662
L. Cole,768063
C. Newton,757162
M. Busellato,778061+1
Pedro Martín,74+776+364-2
Tiá Sastre,768358
Teixeira,76+157549
M. Vitzthum,656458
Aketxe,657761+2
M. Jorquera,76-17661+3
P. Parra,69-38653
N. Maturana,8687+557
Álvaro,78-178-147
Álex Moreno,76-17648
Aguza,606165
Hebert,504262
E. Gutiérrez,65-153-165+7
A. Mosquera,453560
Ahn Yong Woo,747465
S. Ay,544063
O. Şahiner,666171
Concha,745767
H. Ekstein,767148
E. Albayrak,756448
J. Walsh,67+26163+8
D. Worrall,787253
Z. Sadaev,767565
Zé Eduardo,747266
D. Le Tallec,756561
T. Kayhan,778063
S. Moore,50+115863
A. Nikitin,58+45154
A. Sbaffo,67-16262-1
R. Inglese,616155-2
J. Van Damme,384261
R. Mulumba,645769
S. Bibilov,747358
T. Moulin,68+477+459
M. Knoll,747562
Cristobal,69+275+262+2
J. Ralls,70-17466
R. Williams,80-181+166
P. Gazzaniga,565858
B. Montenegro,827462
K. Rowe,60-56463
G. Campanharo,636561
F. Boyer,70+45757
R. Haps,86+486+755
Fábio Nunes,737052
A. Kamara,7762+164+5
B. Dack,797157-3
Kader,71+271-771+10
G. Servio,483466
S. Boufal,88+887+1436
P. Ofosu-Ayeh,857460
Josué,65+24555
D. Calvo,827245
F. Monserrat,75+1188+3464+8
M. Catalán,81+215558
H. Altolaguirre,677562
K. Rendón,686763
M. Diemers,656262
M. Perez,76+273+362
F. De Col,736156-1
D. Torres,70+665-352+9
Alex Soares,686360
F. Álvarez,676961-2
O. Barreto,768059
R. Aydin,645766
Zé Manuel,687061
C. Ivanobski,828753
M. Doumbia,627260
André,768555
T. Malec,555259
A. Valentini,444954-1
M. Centeno,426051
A. Cisak,575659
J. Sudić,494155
L. Castiglia,59-158+371-1
Alcalá,35-940-451
A. Smárason,766565
H. Akpan,71-267-165
D. Jensen,343863
Kim Hyun Sung,715753
S. Bidaoui,7680+163-1
M. Zeegelaar,656361
A. Traoré,877345+3
Aitor,58+370+152
C. Hourihane,71+777+258
Leozinho,767766
N. Mendez-Laing,777362
M. Hvilsom,685837
S. Pettinari,777260-1
U. Anyora,686357
B. Janeczek,68+357+463
Júlio Alves,656361
A. McCarey,37-1439-1355+9
R. Wabara,847263
A. Raimondi,94+391+262+1
Álex Barrera,61+2760+2965+5
R. McKenzie,80+1090+1065
J. Tesselaar,737163
L. Martinelli,52-15359-1
I. Kiese Thelin,635962
O. Sokullu,666952
M. Mak,879461
L. Fernández,707466
A. Kurdi,696157
L. Spendlhofer,7564+160
S. Holmén,714761
N. Sinkala,70+26363
Rubén Peña,726461
K. Bekker,51-15155
A. Castro,747054
J. Becerra,869262
J. Lerma,747065
C. Saiz,583960
B. San Juan,83+65359
F. Álvarez,776563
R. Carrascal,706765
P. Vidal,756065
F. Milo,6160+1860
R. Saravia,677259-1
Y. Boé-Kane,66-162-162+3
F. Daffonchio,406965-2
S. Ingason,715860
Lee Ju Yong,726952
Son Joon Ho,425756
N. Yeri,777665
Aderlan,837862
D. Escalante,655644
P. Burzio,616663
T. Rakhale,766141
G. Kusunga,656056
B. Białkowski,595961
Grilo,72+36559
R. Griffiths,46-332-1255-3
F. Fielding,394164
S. Laird,787362
S. MacDonald,666456
D. Furman,687157
C. Alcock,687166
J. Juelsgård,69-36169
F. Migliore,727263-1
L. Labylle,747563
M. Velardi,696061
J. Lecjaks,687360
C. Pérez,716957
L. Sánchez,342259
G. Madine,65-35756
R. Flynn,668549
C. Eastmond,696660-2
W. Domoraud,7876+251
C. Landu Landu,695976
A. Molina,365861
A. Katsaev,636871
Y. Tafer,797458-4
T. Salamon,70-376-149
D. Wuytens,636863
R. Kambolov,656154-7
Igor Martínez,777362-2
M. Mathys,70-26161
K. Tokstad,715857
K. Alston,83+48263
Y. Andreu,566568
M. Enza-Yamissi,696042
M. Futács,515354
M. Zúñiga,71-174-161-1
A. Barton,51-1570+165
V. Ryzhkov,667563
Rúper,556259+1
H. Behrens,675865
F. Fyvie,687263
O. Karuru,767562
E. Velikonja,72-170+166
I. Uzochukwu,71+26366
Pessalli,6477+458
A. Baby,76-67258
M. Aydin,52-950-456-10
Guerrero,7165+268
Raul García,75+176+348
Miguel Nuñez,716071
D. Drexler,736253
N. Schindelholz,485753
T. Eastman,48-55156
V. Eicher,464852
S. Walker,403255
Hwang Do Yeon,747457
Campabadal,73-46561
N. Dussenne,54-15757
E. Demir,837173
A. Soares,59-46070
Anderson Carvalho,636658
J. Sokolik,68+1234-447
M. Smith,857260
H. Shala,758061
Fran Carnicer,676954
M. Bjørnbak,534266
J. Mössmer,67-26661+1
S. Hmood,7056+160
J. Müller,766857
A. Khamis,82+272+266+10
G. Gope-Fenepej,76+277+446
Jozabed,61-36268+2
J. Tavares,75-981+855
P. Azogue,766960
P. Heise,696562
V. Perales,676154
B. Moe,685154
A. Al Ghamdi,65-170+257+13
M. Sanhueza,76+1863+1162+10
A. Escobar,83-27953
N. Lemus,685660
D. Moreno,566864
J. Meza,606562
J. Espinoza,70-376-766+7
F. Schultz,73-166-359
A. Sagal,72-262-163+12
E. Puchetta,79-38462
J. Vieyra,647659
S. Hogan,90+17151
X. Schenk,655459
A. Martínez,66+166+762
Adilson,666760
Y. Tejeda,685458
A. Vuletich,515165
F. Marković,616050
U. Diallo,687463
T. Berra,51-124563+9
M. González,69+15360+8
C. Djeugoue,785467
A. Badri,767262
L. Gregory,707065
A. Damen,534958
Hugo Seco,767049
Philipe Sampaio,334851
M. Simonovski,635359
W. Jebor,525158
V. Fındıklı,475151
Paraíba,747742
Z. Laczkó,696265
J. Grounds,675861
J. Mosquera,475560
N. Medina,787167
Jéfferson,656865-1
Toti,81+279+463+1
F. Gerardi,686265-1
A. Filkor,636663-3
S. Logan,80+37560+5
G. François,787463
V. Mañón,68-179+1160-1
Adrián López,67+36260
O. Rojas,75-176-160-1
Lee Kyu Ro,658064
C. Patterson-Sewell,364053
E. Doyle,81+1175+256
L. Ngwat Mahop,757568
Quique,757461
O. Söderberg,324054
M. Cetnarski,787864
D. Aleksić,667652
J. Obika,726457
M. Hornschuh,54-75563
S. D'Angelo,396653
A. Ioniţă,685956-1
O. Arce,64-141-958-1
M. Vidal,385540
Santamaría,555661
G. Garza,70-167-168-1
S. Suciu,666659-1
L. Paulussen,757765
Arturo,68+1256+558
N. Ajose,82+17460+2
J. Anibaba,73+47267
Kim Eun Sun,777861
S. Saad,756460
P. Roberts,927145
Z. Anderson,59-145-154-1
A. Zahirović,616559
D. Schloffer,75-291+164
Choi Young Jun,717866
Nicolas,453753-1
T. Savanier,7984+1362
R. Pucino,626066-1
V. Rykov,554458
T. Dingomé,717669
B. Schuler,81+271+262
A. Koro Koné,74+179+772
T. Meyer,644556
C. Rodríguez,787564
S. Sharahili,69+25963
Antuñez,503159
R. Filippi,383666
A. Corryn,737162
A. García,81-186+252-1
Chumbi,726874
D. Imbongo,65-47264
D. Machís,73+977+360+1
Gu Bon Sang,526762
T. Nocchi,283965-1
D. Nazarov,797559
D. Lück,423558
J. Suk,486266
C. Alvarez,60-87849
M. Thømt Jensen,644654
C. Amaya,767864
J. Pineda,79+37959+2
S. García,817864
I. González,483757-1
M. Biskupovic,335460
D. Rosero,786362
M. Rosales,635858
J. Suazo,71-363-355
E. Kobozev,453258
U. Luna,85-182+444-1
Vítor Gonçalves,6677+962
R. Villarraga,524162
M. Heinloth,686753
E. Alic,5355+170+1
L. Castillo,79-174+1253+19
J. Cano,847164
Adán Pérez,595865
N. Yılmaz,463354
E. Aguilera,513662
Jorge Díaz,818251
D. Mbala,858358
Ebinho,677057
Iago,665963
M. Baran,5250-2365
A. Mathisen,728163
S. Cuthbert,54-104764
J. Lillis,4650-961
R. Hall,68-468-761-2
T. Robinson,907059
T. Diagouraga,71-16856
K. Steppe,596065
A. Sutchuin-Djoum,69-175-166-1
M. Almebäck,77-25864-1
P. Haglund,585768
A. Potter,849058
A. Feick,717262
M. Zullo,79-185+365
D. Plessis,656055
M. Dreyer,494540
J. Ryan,688464-2
A. Yoda,787553
J. Rowell,616562-1
César Ortiz,454462
S. Nyassi,857955
Kim Min Kyun,677560
J. Deckers,554649
O. Malik,65-659-1363-2
A. Taylor,65+562-254
F. Kurto,595264
T. Deric,31-156+238
J. Hanson,616064
N. Miatke,848264+2
Diego García,335755
M. Gaffoor,58-157+159
C. Bone,698161
B. Zemanski,56-1356+466
E. Mæland,547066
K. Barmen,675763
A. Letellier,403265
Kang Soo Il,918269
J. Parpeix,58-267+659+2
Eloy Gila,817575
D. Petratos,858255
A. Dudiev,666460
H. Çolak,706566
J. Reinhardt,797666
Mikel Iribas,71+257+272
F. Kiss,635962-2
H. Bunn,80+678+252
L. Antal,706156
Y. Abdelhamid,45-84042
T. Cascio,82+171+256
W. Creavalle,72-107964
M. Coulibaly,7280+252
N. Fitzgerald,7991+151
T. Al Dosari,7486+354
Jaime Poulson,657057
F. Darwish,83+1984+1250-6
Elton,798158
P. Riese,716661+1
A. Assiri,706052
Lucas Souza,595161
Albizua,63-163+253
S. Karlsson,686454
M. Mirabaje,705564
L. Jerez Silva,66-77156
Y. Wachter,656362+13
P. Tschernegg,51-96164
J. García,57-46854-5
S. Fortès,56-456+1343
O. Martler,473848
A. Arreguín,74+872+2063+5
Mata,565056
Querol,545858
R. García,767760
Diogo Jota,737363
A. Ba,594755
P. Piazzetta,725758
C. Valencia,847559
G. Nielsen,444862
E. Zverotić,666457
A. Skjølsvik,686571
João Dias,696762+1
J. Tadić,766558
C. Pagenburg,716963
P. Hartley,535648
J. Cardle,788047
M. Simonsen,756261
K. Mączyński,667559
W. Corstjens,555964
E. Solís,66-165-165-1
J. Salze,43-441+166
J. Guerrero,64+1169-164-1
R. Reid,8258-263-3
R. Meulens,907954
Ruymán,70+259+148
Lee Seung Yeoul,728661
R. Dejmek,627159
T. Archibald-Henville,65+162+958
A. Hušidić,58-266-161
M. Sandberg,302858
A. Al Zori,666049
T. Bosmel,373739
M. El-Gabas,80+278+463
F. Moubandje,67-47359+1
M. Wittek,545260
A. Sepúlveda,72-16959-1
A. Sørensen,818854
M. Kosanović,475244
M. Kalkowski,485443
C. Quintero,747764
S. McCarthy,53-56563
Cho Ji Hun,706466
Park Soo Chang,745964
S. Larsen,644252
M. Durak,827358
M. Al Qarni,67-170+148
M. Stiefler,78+275+257+1
N. De Schutter,525561+1
A. Jahn,63+95762
P. Paton,53-1150-1253-5
A. Vacca,717364
G. Voboril,766464
C. Rigamonti,433759
L. Lambooij,747258
H. Cid,62+45656-1
C. Ramírez,544364
L. Mulholland,69+15868
G. Díaz,67-174-162-1
H. Fredes,69+57663+11
Carlos Santos,343152
Rojas,503356
E. Tellechea,726768
M. Fogliaccia,787157
C. Dickinson,59+15358
N. Doyle,706465
N. Adams,787054
C. Bell,33+93452
J. Vermeulen,6158-264
F. González,697061
B. Olejnik,40+72764
T. Johansen,637464
Pedro Correia,677463
L. Broxham,475357
R. O'Donnell,524564
K. Etuhu,8075+1659-6
M. Howard,38-1839-1861
A. Wiss,666664
M. Green,855861
A. Auassar,424464
A. Mendomo,6768+960
L. Krogh Gerson,684964
D. Seaborne,554257
J. Godée,73+56565
T. Bowen,79+27462
D. Cruz,84+18161
D. Barnes,68+67163
S. Sène,677158
Sidnei,847857
M. Dugandžić,788445
N. Proschwitz,455265
J. Solórzano,8384-763
D. Kerr,393954
D. Chmiel,737562
B. Boulenger,686569
K. Baran,202548
R. Kristiansen,868270
K. Lappe,697558
D. Čavušević,596160
Alex,65-147254
M. Al Asmari,36-458+255
A. Salami,658271
Diogo,747566
M. Torres,72-266-360
J. Grondona,60-559-148
F. Machado,676662
C. Osmanpaşa,615551
Alex Arias,685854
D. Distéfano,747360
Fary,425669
P. Luccin,54-96561
L. Chadwick,66-575+176+13
R. Wallner,728061-4
I. Harte,29-175467
J. Goodwin,676466
A. Lockwood,496454
K. Davies,35-103467-8
D. Connolly,5255+264
S. Simonsen,29-245457
T. Cornelisse,383866
L. McCulloch,565866
E. Hanstveit,444266
M. Lindström,586364
J. Lucena,507063
B. Convey,65-170+168
A. Muri,505766
J. Standfest,6860+155
César,353767
G. Petrovic,625760
M. Morisbak Skjønsberg,645855
A. Chambers,737262+6
J. Chambers,727160
G. Fevang,677263
P. Degen,8070+265
M. Amedick,38-134567
J. Ashdown,513065
M. Richards,676457
S. Derry,286274
T. Berni,293758-1
F. Boi,55-26160
S. Kirschstein,333762
A. Frara,505772
B. Roche,52-347-468+11
A. Østli,54+54348+5
P. Brożek,7569-869
Juanjo,504862-1
Armando,50+15754
R. Roche,342670
L. Williamson,65-880+359-4
T. Lahaye,59-359+249
K. Haynes,626463
J. Hempte,666562
P. Heerwagen,333162
D. Kaya,697265
M. Yüce,476272
C. Ankergren,303763
I. McLeod,776557
R. Haemhouts,626558
Kwon Jeong Hyuk,306362
B. Carroll,53-116174
S. Joseph,62+759-163
A. Russo,545163
D. Nardiello,7571+865
S. Masiello,696971-1
T. Danilevičius,535060
H. Reynoso,27-2324+448-1
I. Romo,52-831-1861-1
T. Kennedy,676354
G. Jones,656562
Hong Soon Hak,745663
C. Lozano,465466
M. Berre,678061
A. Robinson,495863
D. Flinta,726373
G. Esmerado,34-147362
S. Dulcich,484963+7
G. De Porras,585752
D. Zibung,27-45158-3
S. Bayrak,495351
A. Dereli,606465
Guzmán,72+170+364
Ion Vélez,6457+168
Ripa,80+172+265
A. Belozerov,48-56359
R. Adzhindzhal,338868
I. Cherenchikov,50-36258
A. Malarz,252154
A. Karadas,546560
H. Hauger,727171
S. Szałachowski,867659
S. Basso,737263-1
B. Pliquett,2625-764
S. Baradji,5257+166
M. Beckmann,758077
A. Due,71+271+463
J. Rentmeister,514658
S. Brown,526374
M. Moström,817368
G. Zakuani,787257
A. Eriksson,656159
M. Doyle,607168
P. Keegan,687058
M. Yeates,68-37158
J. Smith,645957
P. Sobolewski,72-977+763
S. Clingan,64-660-1162
E. Bosnar,483856+15
R. Gercaliu,636160
Hernani,68-365+557
A. Dorman,65+26565
H. Cervantes,30-1547-154-3
A. El-Abd,454554
C. Diers,66-775+355
S. Santana,66-164-161-1
Gato,81+182+162
I. Sekagya,52+465-155
G. Turus,33-16565
T. Bröker,78-25867
M. Coppola,777467-1
M. Stegmayer,787264
D. Barr,646866
N. Hoheneder,585460
S. Öztürk,727452
M. Okuonghae,665454+2
M. Sadler,647261
K. Hurst,65+170-252
M. Thwaite,59-76061-1
M. Williams,727162-2
Biel Ribas,394657
Gonzalo,615860
I. Osbourne,735763
R. Clarke,556061
M. Roberts,605751
T. Craig,657166
O. Türk,677359
A. Cristiano,746367-1
M. Troiano,665665
L. Croft,66+116265
Oriol,535653
A. Simon,676262
T. McMahon,666257
D. O'Rourke,67+757-157
J. Riley,78+56561
J. Hernandez,56-86659
H. Pearce,71+36461
Rui Sacramento,425367
M. Dimitrijević,657170
G. Dicker,696766
W. Kędziora,453462
F. Öztürk,364156
L. Buysens,475760
J. Hamill,61-1961-1264
D. Perrinelle,51+13857
D. Grainger,525555
T. Stuckmann,464262
A. Taylor,73+25758
Alex Ortiz,545658
S. Aresti,366260
Romeu,495258
J. Moulin,514950
M. Toppel,305650
L. Ceccarelli,737367-1
C. Lines,71+26454
N. Riley,808156
S. Galarza,576039
J. Taylor,69+16163
M. Burch,6971+260
R. Boguski,668171
J. Peterson,69-1071+163
T. Wahl,77+225761
M. Wynne,95+47354
S. Keel,69+356+459
Bae Ki Jong,785662
E. Nouri,767562
M. Sambou,485652-11
P. Diouf,797059
F. Morais,777163
I. Nakajima-Farran,787260
G. Özkan,667250
D. Da Costa,556464
D. Soddimo,757863
J. Sánchez,49-942-165-1
G. Bettiol,73+266+661
M. Harrington,75+26461
N. LaBrocca,69+46564
M. Murdocca,718150
A. Leijer,54-54859
A. Durante,514559
D. Elm,595767
D. Carney,646260
R. Zadkovich,717061
D. Vukovic,534162
S. Batt,766157
S. Sretenovic,374353
Carlos Álvarez,757864
Silvio,6774+464
C. Valdovinos,747346
I. Eker,535163
O. Vera,827659
P. Nyarko,87+89061
B. Kukeli,636563
A. Lamas,485256
Park Tae Min,777864
G. Belaud,72+18159
M. Przybylski,586276
D. Curiale,746656
C. Horváth,50-229-354
N. Crovetto,727360
Aloísio,717155
A. Kulušić,545263
D. Kobayashi,63-47760
H. Jónasson,53+15961
D. Schulz,524060
S. Heidinger,848161
Jung Hyuk,638864
M. Al Amri,54-27062
E. Friberg,506363-1
Henrique,7787+650
S. Beavon,717664
Toni Varela,797365
Nélson Lenho,646461
António Filipe,364251
P. Grossi,7671+362-1
A. Abbas,747260
J. Chávez,5971+557
J. Watson,798064
A. Al Mousa,7171+160
P. Dimitriadis,725665
P. De Giorgio,747263-1
P. Bouby,65-167+766
M. Ekenberg,556159
A. Drury,666256
E. Marchi,727054
D. Corti,53-157267-1
M. Agesen,6251-359
A. Bruno,53-168067-1
B. Pritchard,686258
D. Kempe,595061
Javi Soria,556163
A. Todorovski,7367+266
S. Sarr,72+47265-3
N. Şahin,434056
M. Haukås,675757
J. Lozano,544362
B. Schmisser,373858
M. Mantovani,525054
T. Schulz,695862+1
M. Temür,647550
M. Rogalski,7161+1153
P. Capelle,74+382+1266
T. Vollnhofer,473150
M. Al Shamri,75+3879+857+8
M. Coly,686651-1
M. Makola,77-48060
E. Zenteno,584849
J. Bravo,485051-1
B. Astorga,45+462-152-7
J. Ramos,666567
M. García,635472
C. Pinzón,473154
D. Palacios,636669
A. Zapata,626355
J. Vélez,657259
J. Quintero,517061
O. Pozo,55-471+646
F. Ibáñez,696152
M. Donoso,6567-144
E. González,60-367-370+3
M. Zenteno,75+861-858
C. Villanueva,665669
N. Rebolledo,74-170-259+7
M. Stojanovic,435360
Capela,515459
J. Manduca,293358
P. Aurrecochea,403356
C. Circolo,726259
M. Svizzero,715960
L. Öztunali,6568+160+1
G. Zelalem,717656
Óscar Gil,54+136-656+2
S. Kurt,787854
Carlos Blanco,554046
Sergio Buenacasa,696555
F. Ondoa,505954
M. Barisic,72+45849-1
B. Cmiljanic,625658
S. D'Almeida,666259
A. Thiam,685856
Bicho,72+564+160
D. Holmes,80+272+253
C. Lombardi,767030
W. Carboni,423957-1
G. Gaudino,667564
J. Bamba,817555
C. Woodrow,755763
H. Reed,71+172+550
D. Selke,66-16559+4
C. Tanner,7982+158
L. Cook,707560
M. Kobylański,727455
R. Walter,66+178+461
B. Chardonnet,71+156-154
T. Dierckx,767854
R. Tapia,6167+2559+8
Lee Chang Min,685658
Danilo,686156
E. Goldaniga,524557
M. Ovenstad,757065
M. Valjent,798155
A. Schöpf,74-187+855-1
R. Lopes Cabral,857558
M. El Allouchi,65-17062
T. Pachonik,66+1058+956
C. Matombo,756261
S. Dhoest,384247
C. Piccini,696554-1
Pak Kwang Ryong,685263
M. Hancox,737262
J. Uronen,727264
N. Bertrams,653161
G. Appelt Pires,636059-1
M. Stępiński,697658
M. Ricci,746661
C. Howieson,6964+1462
R. Klaasen,687061
C. Donis,706660+3
Jordi Quintillà,647459
C. Nørgaard,555657
M. Bakić,686657-1
T. Martínez,7979+260+2
T. Gomelt,716448
T. Lumanza,645760
L. Bittante,646067-1
C. Palacios,756044
D. Poyet,6471+2064
B. Carvallo,70-87758
C. Badin,72-27061+3
A. Sayed,627258
S. Sparagna,684651
S. Radlinger,423652
C. Doukouré,63+35859+1
J. Bidwell,585961
D. Bentley,464956
I. Kireev,717263
D. Jennings,847160
J. Brillante,667454
Hervías,67-167-161
O. Odelusi,777352
D. Bain,69+64454
D. Daniels,48-337-449
C. Álvarez,69-37663
A. Putsko,545964
W. Burns,906054
Kukula,78+16456
S. Ayala,707759
M. Larenas,64-177-369
B. Santamaria,73+168+556
V. Lavigne,787341
E. Aguirre,868058
J. Steer,533756
I. Martić,72+267+166-1
A. Kozlov,738165
A. Escoto,69-1063-1665-3
L. Laing,656956
A. Almici,756657-1
Kiko,65-163+467+3
S. Walsh,666861
A. López,69-57152
S. Johnstone,333753
L. Milesi,645648-1
B. Deville,777251
Rui Silva,313554
J. Vercauteren,767458
S. Dimitrievski,454154
S. Varga,71-17262
D. Diagne,806861
D. Bojanić,728248
C. Rodríguez,68-371+156
Varela,78+180+458
C. Philipps,59+44954+6
Robert Simón,826259
E. Ansah,827665
F. Kasmi,657158+5
K. Saief,687256
A. Čavrić,626559
D. Achucarro,646960
A. Halliday,8089+558
Sergio Álvarez,6654+251
Z. Thompson,70-26062
G. van Velzen,72-575+361
Afonso Taira,717261
E. De Silvestro,817759
A. Lazaar,7870+159-1
V. Podberezkin,756659
D. Wydra,7276+257
Jorge Pesca,61-156+350
M. Maletić,544755
J. Vervoort,686358
N. Brock-Madsen,64+115751
K. Demirbay,55-368+666+4
M. Thiel,67-26658
Alef,635157
C. Sepulveda,767454
L. Miranda,79+1582+2854-4
B. Ferreira,797653
Diego Suárez,63+161+246
C. Nica,686958-1
F. Manzano,68-368-243
C. I'Anson,67-16260
F. Scaglia,554050-1
N. Eliasson,837842
S. Mugoša,595854
C. Vergara,635462
M. Facchinetti,736758
L. Cramer,393447
L. Atakora,798754
E. Jonassen,818267
J. Payne,668056
M. Czekaj,334451
C. Fandrich,839058
M. Connolly,54+16053
R. Leonard,8278+1653
J. Clarke-Harris,77+19063+1
C. Knasmüllner,6977+263
O. Omoijuanfo,737367
A. Khalili,667252
M. Ødegaard,695857
B. Knott,7580+160
B. Reid,788557
E. Bekdemir,656459
T. Vastić,64-257-155+7
J. Baxendale,768161
S. Kroon,808049
M. Bueno,767359
B. Omrani,51-134955
M. Kuhn,736761
J. Adesanya,697361
P. Ngawa,757162
J. van Deelen,757049
Quique Rivero,6578+463
M. Heerkes,67-16863
P. Drewes,302956
Marcos Vinícius,534053
A. Muirhead,68+44962
B. Hernández,73-979-153-1
L. Casanova,48+23860+2
E. Carrasco,70-16459
A. Keita,686158
C. Mathenia,473563
G. Karlen,636169
Paulinho,51-45958+2
Mario Barco,61-254+251+2
W. Hoedt,54+14355
A. Blake,47-56848
L. Gatto,81+57251-1
D. Oyarzún,56-140+552+3
M. Diagne,55+244-354
R. Rabia,6261-163+9
Dani Romera,76+17763+1
J. Gálvez-López,688460
M. Lundemo,675860
S. Scougall,767155
G. Esparza,75+69058
Miguel Cid,667265
B. Örücü,646263
Sergio Gil,626160
D. Bohar,777571
C. Basham,665855
M. Birighitti,466758
J. Barraza,75-178-162-1
P. Jagne,727165
G. Casillas,74-169-159-1
L. Öhman,585760
S. Clucas,73+37454
M. Delač,524048
I. Paurevic,5449-459
P. Corry,665558
A. Wittwer,756560
A. Touré,755766
J. Banton,90+77343
O. Alkan,827644
C. Took,566556
Z. Valentin,735658
E. Rivera,76-170-159-1
M. Ureña,788163
B. Ibini,89+290+446
G. Teigl,917569
R. Windbichler,6657+350
T. Erat,675960
J. Bąk,846653
D. Redmond,67+173+156
F. Lewis,82+475+162
J. Pickford,483356
M. Akça,665457
L. Falcone,808860-1
O. Bulut,747862+5
Maicon,767063-1
M. Wallace,51-44757
Pelayo,63-271-161
M. Lewandowski,7168+657
A. Fomitschow,717663+4
P. Möschl,81+279+147
K. Traoré,62+958+1050
D. Streker,50-96261
S. Wannenwetsch,766654
I. González,70-470-153-1
C. Salcedo,54-366-163
A. Salazar,453667
V. Alfaro,67-367+157
S. Bannigan,727056
G. Letizia,857954-1
S. Hertner,737058
M. Thiam,817648-1
G. Sandoval,81-175-149-1
G. Escalante,706460
Ricardo Gomes,52-165459
Luismi,35-849+155+4
Sivera,514954
S. Abalo,625857
Thiago,86+38154+9
M. Scozzarella,838764-1
F. Brandy,9394+359
M. Woods,686267
J. M'voto,49-203450
M. Ellis,67+55646
L. Schwechlen,61-25645
G. Gunning,68-87350
S. Wagstaff,8278+1060+8
A. Saldívar,556264-2
T. Fontaine,75+54070
M. Smith,684861
M. Gracia,75-171-161-1
E. Mendoza,666656
R. Sawyers,778263
E. Stevens,666462
M. Le Marchand,69+1459+255
C. Hussey,727065
K. Appiah,90+881+262+2
C. Ball,5954-259
Truyols,7172+261
Sergio León,77+176+368
A. Khubulov,685670
R. Hassan,778054
Danilo,788064
V. Sobolev,70+86562
